# Program:featureCounts v1.5.3; Command:"featureCounts" "-s" "0" "-t" "exon" "-g" "transcript_id" "-p" "-B" "-C" "-a" "/cromwell_root/broad-dsde-mint-dev-teststorage/demo/gencodev19_chr21.gtf" "-o" "demo.transcripts.counts.txt" "/cromwell_root/broad-dsde-mint-dev-cromwell-execution/cromwell-executions/Ss2RsemSingleSample/ddd4b5c7-e0de-4e2e-a1eb-74c32107f3aa/call-Star/Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/cromwell_root/broad-dsde-mint-dev-cromwell-execution/cromwell-executions/Ss2RsemSingleSample/ddd4b5c7-e0de-4e2e-a1eb-74c32107f3aa/call-Star/Aligned.sortedByCoord.out.bam
LL21NC02-1C16.2|ENST00000609953.1	chr21	46356218	46356869	+	652	0
KRTAP15-1|ENST00000334067.3	chr21	31812597	31813070	+	474	0
C21orf91|ENST00000482915.1	chr21;chr21	19190038;19191620	19190642;19191679	-;-	665	0
C21orf91|ENST00000405964.2	chr21;chr21;chr21;chr21	19167525;19168899;19190509;19191175	19167587;19169435;19190642;19191336	-;-;-;-	896	0
C21orf91|ENST00000400559.3	chr21;chr21;chr21;chr21;chr21	19165121;19167525;19168899;19190509;19191620	19165895;19167587;19169435;19190642;19191703	-;-;-;-;-	1593	0
C21orf91|ENST00000400558.3	chr21;chr21;chr21;chr21	19165564;19168899;19190509;19191620	19165898;19169435;19190642;19191703	-;-;-;-	1090	0
C21orf91|ENST00000284881.4	chr21;chr21;chr21;chr21;chr21	19161284;19167525;19168899;19190509;19191620	19165898;19167587;19169435;19190642;19191703	-;-;-;-;-	5433	5
C21orf91|ENST00000493464.1	chr21;chr21;chr21;chr21;chr21	19169040;19183673;19186194;19190509;19191620	19169435;19183788;19186246;19190642;19191664	-;-;-;-;-	744	0
LINC00112|ENST00000432830.1	chr21;chr21;chr21	43136596;43137161;43137502	43136704;43137334;43137740	+;+;+	522	0
IGHV1OR21-1|ENST00000302092.5	chr21;chr21	10862622;10862751	10862667;10863057	+;+	353	0
IGHV1OR21-1|ENST00000559480.1	chr21;chr21	10862622;10862751	10862667;10863067	+;+	363	0
HMGN1P2|ENST00000445197.1	chr21	33078868	33079177	+	310	0
CR392039.2|ENST00000458847.1	chr21	9937696	9937777	-	82	0
AP006748.1|ENST00000418874.1	chr21;chr21	42948062;42953192	42948352;42953246	-;-	346	0
AP001465.5|ENST00000427446.1	chr21;chr21;chr21;chr21	14918354;14919301;14928714;14930638	14918444;14919449;14928832;14930782	+;+;+;+	504	0
AP001062.9|ENST00000426029.1	chr21;chr21	45759259;45760322	45759353;45760353	+;+	127	0
RNU6-772P|ENST00000516042.1	chr21	21728060	21728164	-	105	0
LINC00322|ENST00000450205.1	chr21;chr21;chr21	44742297;44746039;44751736	44742729;44746120;44751919	-;-;-	699	0
MAPK6PS2|ENST00000379571.3	chr21	23808610	23810669	-	2060	0
AP001476.2|ENST00000451618.1	chr21;chr21	47456966;47458371	47457812;47459721	+;+	2198	0
AP001601.2|ENST00000426771.1	chr21;chr21;chr21	28261695;28282185;28311935	28261763;28282349;28312061	+;+;+	361	0
NDUFV3|ENST00000460740.1	chr21;chr21	44313431;44323292	44313491;44324041	+;+	811	0
NDUFV3|ENST00000460259.1	chr21;chr21;chr21;chr21;chr21;chr21	44299754;44303716;44306911;44317037;44323292;44328974	44299975;44303905;44307069;44317157;44324386;44329215	+;+;+;+;+;+	2029	0
NDUFV3|ENST00000340344.4	chr21;chr21;chr21	44313378;44317037;44328974	44313491;44317157;44333414	+;+;+	4676	6
NDUFV3|ENST00000354250.2	chr21;chr21;chr21;chr21	44313375;44317037;44323292;44328974	44313491;44317157;44324386;44329215	+;+;+;+	1575	0
MRPS6|ENST00000477091.1	chr21;chr21;chr21;chr21;chr21	35445849;35475134;35475796;35497641;35514708	35446045;35475207;35475818;35497780;35515334	+;+;+;+;+	1061	0
MRPS6|ENST00000399312.2	chr21;chr21;chr21	35445823;35497641;35514708	35446045;35497780;35515334	+;+;+	990	0
MRPS6|ENST00000488492.1	chr21;chr21;chr21;chr21;chr21	35445524;35475134;35475796;35497641;35514708	35445568;35475207;35475818;35497780;35515334	+;+;+;+;+	909	0
MRPS6|ENST00000482679.1	chr21;chr21;chr21	35496253;35497641;35514708	35497441;35497780;35515334	+;+;+	1956	0
MRPS6|ENST00000483977.1	chr21;chr21	35494474;35514708	35497780;35515334	+;+	3934	0
CMP21-97G8.2|ENST00000608289.1	chr21	35797806	35798315	+	510	0
CXADR|ENST00000400165.1	chr21;chr21;chr21;chr21	18885448;18919345;18924067;18937746	18885490;18919511;18924271;18937933	+;+;+;+	603	0
CXADR|ENST00000284878.7	chr21;chr21;chr21;chr21;chr21;chr21;chr21	18884700;18919345;18924067;18931294;18933020;18933656;18937746	18885490;18919511;18924271;18931449;18933142;18933794;18942418	+;+;+;+;+;+;+	6254	29
CXADR|ENST00000400166.1	chr21;chr21;chr21;chr21;chr21	18885364;18919345;18924067;18931294;18937746	18885490;18919511;18924271;18931449;18938170	+;+;+;+;+	1080	0
CXADR|ENST00000306618.10	chr21;chr21;chr21;chr21;chr21;chr21	18885448;18919345;18924067;18931294;18933656;18937746	18885490;18919511;18924271;18931449;18933794;18938010	+;+;+;+;+;+	975	0
CXADR|ENST00000356275.6	chr21;chr21;chr21	18885448;18919345;18937746	18885490;18919511;18937805	+;+;+	270	0
CXADR|ENST00000400169.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	18885448;18919345;18924067;18931294;18933020;18933656;18937746;18965470	18885490;18919511;18924271;18931449;18933142;18933794;18937929;18965897	+;+;+;+;+;+;+;+	1445	0
AP000282.3|ENST00000424837.1	chr21;chr21	34331196;34332501	34331397;34332874	+;+	576	0
GRIK1-AS2|ENST00000333765.4	chr21;chr21;chr21	30968360;30969890;31002859	30969098;30970014;31003067	+;+;+	1073	0
AP001627.1|ENST00000437426.1	chr21;chr21	44153704;44161204	44154792;44161868	-;-	1754	0
RPL12P9|ENST00000412942.1	chr21	30500022	30500509	-	488	0
RPL23AP3|ENST00000453844.1	chr21	37388377	37388844	-	468	1
EIF3FP1|ENST00000414503.1	chr21	11180920	11181815	-	896	0
KRTAP10-2|ENST00000498210.1	chr21;chr21	45970318;45971263	45970557;45971388	-;-	366	0
KRTAP10-2|ENST00000391621.1	chr21	45970240	45971388	-	1149	0
KRTAP12-1|ENST00000391617.1	chr21	46101491	46102078	-	588	0
OLIG2|ENST00000382357.3	chr21;chr21	34398153;34399109	34398334;34401504	+;+	2578	0
OLIG2|ENST00000430860.1	chr21;chr21	34398243;34399109	34398568;34399357	+;+	575	0
OLIG2|ENST00000333337.3	chr21	34398243	34401504	+	3262	0
CYYR1|ENST00000299340.4	chr21;chr21;chr21;chr21	27838528;27852591;27938585;27945187	27840950;27852748;27938687;27945603	-;-;-;-	3101	0
CYYR1|ENST00000400043.3	chr21;chr21;chr21;chr21	27850290;27852591;27938585;27945187	27850454;27852748;27938687;27945495	-;-;-;-	735	0
CYYR1|ENST00000435845.2	chr21;chr21;chr21;chr21;chr21	27840487;27852591;27936978;27938585;27945187	27840953;27852748;27937144;27938687;27945603	-;-;-;-;-	1312	0
RNA5SP490|ENST00000517141.1	chr21	33935385	33935520	+	136	0
snoU13|ENST00000459411.1	chr21	39559551	39559656	-	106	0
RNU6-859P|ENST00000362728.1	chr21	45339676	45339782	-	107	0
C21orf59|ENST00000300260.7	chr21;chr21;chr21;chr21;chr21;chr21	33974095;33974582;33975471;33976435;33982148;33984415	33974283;33974677;33975602;33976593;33982315;33984913	-;-;-;-;-;-	1243	0
C21orf59|ENST00000290155.3	chr21;chr21;chr21;chr21;chr21;chr21;chr21	33973977;33974582;33975471;33976435;33979959;33982148;33984415	33974283;33974677;33975602;33976593;33980026;33982315;33985176	-;-;-;-;-;-;-	1692	0
C21orf59|ENST00000440966.1	chr21;chr21;chr21;chr21;chr21;chr21	33973977;33975471;33976435;33979959;33982148;33984415	33974283;33975602;33976593;33980026;33982315;33984662	-;-;-;-;-;-	1082	0
C21orf59|ENST00000425336.1	chr21;chr21;chr21	33974013;33975471;33976435	33974677;33975602;33976510	-;-;-	873	0
C21orf59|ENST00000431599.1	chr21;chr21	33964389;33975471	33964728;33975547	-;-	417	0
C21orf59|ENST00000458138.1	chr21;chr21;chr21;chr21;chr21	33975535;33976435;33979959;33982148;33984415	33975602;33976593;33980026;33982264;33984865	-;-;-;-;-	863	0
C21orf59|ENST00000483315.1	chr21;chr21	33974120;33976435	33975602;33976823	-;-	1872	0
C21orf59|ENST00000382549.4	chr21;chr21;chr21;chr21;chr21	33973977;33976435;33979959;33982148;33984415	33975602;33976593;33980026;33982315;33984896	-;-;-;-;-	2503	0
C21orf59|ENST00000540881.1	chr21;chr21;chr21;chr21	33974756;33976435;33979959;33984415	33975602;33976593;33980026;33984896	-;-;-;-	1556	0
SAMSN1|ENST00000463807.1	chr21;chr21;chr21	15868021;15870763;15872850	15868724;15870913;15872927	-;-;-	933	0
SAMSN1|ENST00000400564.1	chr21;chr21;chr21;chr21	15857549;15870763;15872850;15918526	15858435;15870913;15873056;15918662	-;-;-;-	1382	0
SAMSN1|ENST00000400566.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	15857549;15870763;15872850;15882631;15884765;15889213;15893471;15918526	15858435;15870913;15873056;15882782;15884894;15889362;15893542;15918664	-;-;-;-;-;-;-;-	1888	0
SAMSN1|ENST00000285670.2	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	15857549;15870763;15872850;15882631;15884765;15889213;15893471;15954457;15955641	15858435;15870913;15873056;15882782;15884894;15889362;15893542;15954809;15955723	-;-;-;-;-;-;-;-;-	2185	0
SAMSN1|ENST00000493640.1	chr21;chr21;chr21	15893494;15895592;15918526	15893542;15895715;15918634	-;-;-	282	0
TIAM1|ENST00000286827.3	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	32490734;32496840;32499383;32502531;32503208;32508251;32513436;32513643;32519213;32524954;32525384;32526565;32537279;32554738;32559317;32567540;32575224;32582361;32585714;32589869;32595722;32598042;32617804;32624058;32638326;32649048;32711558;32836296;32931240	32493155;32497012;32499470;32502633;32503266;32508359;32513554;32513822;32519321;32525079;32525452;32526744;32537382;32554962;32559403;32567621;32575328;32582531;32585788;32590015;32595907;32598266;32617976;32624505;32639299;32649224;32711737;32836348;32931290	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7200	0
TIAM1|ENST00000455508.1	chr21;chr21;chr21;chr21	32638612;32649048;32711558;32716453	32639299;32649224;32711737;32716594	-;-;-;-	1187	0
TIAM1|ENST00000469412.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	32584947;32589869;32595722;32598042;32617804;32624058;32711558;32836296;32932232	32585788;32590015;32595907;32598266;32617976;32624505;32711737;32836348;32932290	-;-;-;-;-;-;-;-;-	2313	0
TIAM1|ENST00000491927.1	chr21;chr21;chr21	32496257;32499383;32502531	32497012;32499470;32502624	-;-;-	938	0
TIAM1|ENST00000423206.1	chr21;chr21;chr21;chr21	32490736;32496840;32499383;32502531	32490988;32497012;32499470;32502539	-;-;-;-	523	0
TIAM1|ENST00000541036.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	32492675;32496840;32499383;32502531;32503208;32508251;32513436;32513643;32519213;32524954;32525384;32526565;32537279;32554738;32559317;32567540;32582361;32589869;32595722;32598042;32617804;32624058;32638326;32649048	32493155;32497012;32499470;32502633;32503266;32508359;32513554;32513822;32519321;32525079;32525452;32526744;32537382;32554962;32559403;32567621;32582531;32590015;32595907;32598266;32617976;32624505;32639299;32649083	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4654	0
BACH1-IT2|ENST00000608072.1	chr21;chr21;chr21;chr21	30742944;30744055;30744822;30745562	30743476;30744089;30744883;30745622	+;+;+;+	691	0
BACH1-IT2|ENST00000436529.2	chr21;chr21;chr21	30743268;30744755;30745562	30743476;30744883;30746029	+;+;+	806	0
AF127936.5|ENST00000435315.2	chr21;chr21	16134031;16135159	16134472;16135411	-;-	695	0
BTF3P6|ENST00000448054.1	chr21	34890917	34891415	-	499	0
AP001427.1|ENST00000584697.1	chr21	39334968	39335068	+	101	0
LINC00320|ENST00000452561.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	22115239;22129629;22150736;22150961;22153667;22153888;22154568;22175313	22116151;22129735;22150865;22151080;22153792;22153979;22154764;22175388	-;-;-;-;-;-;-;-	1761	0
LINC00320|ENST00000437238.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	22114913;22150736;22150961;22153667;22153888;22154625;22158354;22175313	22116151;22150865;22151080;22153792;22153979;22154764;22158406;22175416	-;-;-;-;-;-;-;-	2004	0
LINC00320|ENST00000435279.2	chr21;chr21;chr21;chr21;chr21;chr21;chr21	22115239;22150736;22153667;22153888;22154568;22158354;22175313	22116151;22150865;22153792;22153979;22154764;22158406;22175534	-;-;-;-;-;-;-	1733	0
LINC00320|ENST00000419299.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21	22116057;22150736;22150961;22153667;22153888;22154625;22175313	22116151;22150865;22151114;22153792;22153979;22154764;22175404	-;-;-;-;-;-;-	829	0
LINC00320|ENST00000416768.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21	22114908;22150736;22153667;22153888;22154625;22158354;22175313	22116151;22150865;22153792;22153979;22154760;22158406;22175381	-;-;-;-;-;-;-	1850	0
AP001505.9|ENST00000569966.1	chr21	46414277	46415100	-	824	0
RCAN1|ENST00000492600.1	chr21;chr21;chr21	35893358;35895835;35898961	35893956;35896008;35899122	-;-;-	935	0
RCAN1|ENST00000313806.4	chr21;chr21;chr21;chr21	35888782;35893797;35895835;35987059	35890554;35893956;35896008;35987441	-;-;-;-	2490	0
RCAN1|ENST00000443408.2	chr21;chr21;chr21;chr21	35888788;35893797;35895835;35986577	35890554;35893956;35896008;35986745	-;-;-;-	2270	0
RCAN1|ENST00000487990.1	chr21;chr21;chr21;chr21	35888782;35893797;35895835;35932065	35890554;35893956;35896008;35932477	-;-;-;-	2520	0
RCAN1|ENST00000381135.3	chr21;chr21;chr21;chr21	35888786;35893797;35895835;35897386	35890554;35893956;35896008;35897686	-;-;-;-	2404	0
RCAN1|ENST00000482533.1	chr21;chr21;chr21	35888782;35893797;35895835	35890554;35893956;35896587	-;-;-	2686	0
RCAN1|ENST00000381132.2	chr21;chr21;chr21;chr21	35888782;35893797;35895835;35898961	35890554;35893956;35896008;35899261	-;-;-;-	2408	0
RCAN1|ENST00000489903.1	chr21;chr21;chr21;chr21	35888782;35893797;35895835;35986577	35890554;35893956;35896008;35986745	-;-;-;-	2276	0
RCAN1|ENST00000463276.1	chr21;chr21;chr21	35895844;35931521;35987059	35896008;35931717;35987382	-;-;-	686	0
RCAN1|ENST00000487434.1	chr21;chr21	35885440;35893797	35885654;35893881	-;-	300	0
RCAN1|ENST00000399272.1	chr21;chr21;chr21;chr21	35888782;35893797;35895835;35986086	35890554;35893956;35896008;35986142	-;-;-;-	2164	0
RCAN1|ENST00000481448.1	chr21;chr21;chr21;chr21;chr21	35888782;35893797;35895835;35897386;35898961	35890554;35893956;35896008;35897906;35899148	-;-;-;-;-	2816	0
RCAN1|ENST00000609325.1	chr21	35893369	35895415	-	2047	0
AF064860.7|ENST00000457325.1	chr21;chr21;chr21	41099682;41101060;41101431	41099919;41101186;41102607	+;+;+	1542	0
AF064860.7|ENST00000419826.2	chr21;chr21	41099773;41101060	41099919;41101611	+;+	699	0
CHODL|ENST00000338326.3	chr21;chr21;chr21;chr21;chr21	19617150;19628826;19629287;19632517;19638271	19617619;19629135;19629444;19632603;19639682	+;+;+;+;+	2437	0
CHODL|ENST00000400127.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21	19289657;19400190;19628826;19629287;19632517;19635108;19638271	19289717;19400289;19629135;19629444;19632603;19635210;19639690	+;+;+;+;+;+;+	2239	0
CHODL|ENST00000400131.1	chr21;chr21;chr21;chr21;chr21	19289657;19628826;19629287;19632517;19638271	19289717;19629135;19629444;19632603;19639690	+;+;+;+;+	2036	0
CHODL|ENST00000400128.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21	19273580;19289537;19628826;19629287;19632517;19635108;19638271	19273741;19289717;19629135;19629444;19632603;19635210;19639690	+;+;+;+;+;+;+	2421	0
CHODL|ENST00000400135.1	chr21;chr21;chr21;chr21;chr21;chr21	19289657;19400190;19628826;19629287;19632517;19638271	19289717;19400289;19629135;19629444;19632603;19639690	+;+;+;+;+;+	2136	0
CHODL|ENST00000299295.2	chr21;chr21;chr21;chr21;chr21;chr21	19617150;19628826;19629287;19632517;19635108;19638271	19617619;19629135;19629444;19632603;19635210;19639690	+;+;+;+;+;+	2548	0
CHODL|ENST00000543733.1	chr21;chr21;chr21;chr21;chr21;chr21	19618192;19628826;19629287;19632517;19635108;19638271	19618286;19629135;19629444;19632603;19635210;19639154	+;+;+;+;+;+	1637	0
RIMKLBP1|ENST00000408914.2	chr21	37422512	37423675	+	1164	0
RIMKLBP1|ENST00000341022.3	chr21	37422527	37423582	+	1056	0
RNU6-426P|ENST00000516464.1	chr21	17407733	17407829	-	97	0
AP001469.9|ENST00000430259.1	chr21;chr21	47671726;47672344	47672035;47674047	-;-	2014	0
AP001469.9|ENST00000447037.1	chr21;chr21	47671463;47672344	47671743;47672748	-;-	686	0
KRTAP19-6|ENST00000334046.5	chr21	31913854	31914183	-	330	0
AJ006998.2|ENST00000449602.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21	16742841;16762897;16766792;16767319;16767782;16772817;16774307	16743230;16762937;16766825;16767448;16767816;16772868;16774624	-;-;-;-;-;-;-	1000	0
HLCS|ENST00000336648.4	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	38123189;38128843;38132028;38137313;38139519;38269160;38302551;38308749;38311132;38318309;38334336;38362458	38126718;38129056;38132142;38137473;38139586;38269431;38302733;38309692;38311294;38318454;38334470;38362536	-;-;-;-;-;-;-;-;-;-;-;-	6010	0
HLCS|ENST00000399120.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	38123493;38128843;38132028;38137313;38139519;38269160;38302551;38308749;38311132;38319633;38334336;38338744	38126718;38129056;38132142;38137473;38139586;38269431;38302733;38309692;38311294;38320587;38334470;38338773	-;-;-;-;-;-;-;-;-;-;-;-	6466	0
HLCS|ENST00000482273.1	chr21;chr21	38268870;38302551	38269431;38302717	-;-	729	0
HLCS|ENST00000448340.1	chr21;chr21;chr21;chr21	38309468;38311132;38334336;38352672	38309692;38311294;38334470;38352928	-;-;-;-	780	0
HLCS|ENST00000419461.1	chr21;chr21;chr21;chr21	38309485;38311132;38334336;38338744	38309692;38311294;38334470;38338939	-;-;-;-	702	0
HLCS|ENST00000427746.1	chr21;chr21;chr21;chr21;chr21	38309514;38311132;38320466;38334336;38362458	38309692;38311294;38320587;38334470;38362524	-;-;-;-;-	666	0
CMP21-97G8.1|ENST00000608665.1	chr21	35784498	35784885	+	388	0
AP000226.9|ENST00000436405.1	chr21	27135249	27135644	-	396	0
PPIAP1|ENST00000448832.1	chr21	22200445	22200940	-	496	0
FBXW11P1|ENST00000393804.2	chr21	32999440	33000913	-	1474	5
SIM2|ENST00000481185.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	38071434;38081468;38084833;38092122;38095346;38098420;38103346;38114018;38115688;38117029	38072221;38081550;38084922;38092230;38095431;38098619;38103452;38114165;38115856;38118625	+;+;+;+;+;+;+;+;+;+	3377	0
SIM2|ENST00000430056.3	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	38071991;38081468;38084833;38092122;38095346;38098420;38103346;38114018;38115688;38117029	38072221;38081550;38084922;38092230;38095431;38098619;38103452;38114165;38115856;38118219	+;+;+;+;+;+;+;+;+;+	2414	0
SIM2|ENST00000431229.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	38081481;38084833;38092122;38095346;38098420;38103346;38114018;38115688;38117029;38118096	38081550;38084922;38092230;38095431;38098619;38103452;38114165;38115856;38117437;38118172	+;+;+;+;+;+;+;+;+;+	1465	0
SIM2|ENST00000483178.2	chr21;chr21	38084866;38092122	38084922;38092888	+;+	824	0
SIM2|ENST00000290399.6	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	38071434;38081468;38084833;38092122;38095346;38098420;38103346;38114018;38115688;38117029;38119966	38072221;38081550;38084922;38092230;38095431;38098619;38103452;38114165;38115856;38117437;38122218	+;+;+;+;+;+;+;+;+;+;+	4442	0
SIM2|ENST00000460783.1	chr21;chr21	38071433;38081468	38072221;38082913	+;+	2235	0
PAXBP1|ENST00000443785.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	34107131;34109565;34110484;34115559;34115989;34117103;34117885;34120810;34123228;34123430;34127524;34131391;34132088;34133370;34134407;34136659;34142125;34143637	34107378;34109719;34110630;34115625;34116065;34117224;34118029;34121009;34123343;34123529;34127664;34131580;34132305;34133473;34134628;34136835;34142253;34143998	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2920	0
PAXBP1|ENST00000445049.1	chr21;chr21;chr21;chr21	34113730;34114671;34115272;34115559	34113933;34114812;34115377;34115579	-;-;-;-	473	0
PAXBP1|ENST00000464256.1	chr21;chr21;chr21;chr21;chr21;chr21	34131713;34133370;34134407;34136659;34142125;34143637	34132305;34133473;34134628;34136835;34142253;34144103	-;-;-;-;-;-	1692	0
PAXBP1|ENST00000331923.4	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	34106210;34109565;34110484;34115559;34115989;34117103;34117885;34120810;34123228;34123430;34127541;34131391;34132088;34133370;34134407;34136659;34142125;34143637	34107378;34109719;34110630;34115625;34116065;34117224;34118029;34121009;34123343;34123529;34127664;34131580;34132305;34133473;34134628;34136835;34142253;34144169	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3995	0
PAXBP1|ENST00000466846.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	34106211;34109565;34110484;34115559;34115989;34117103;34117885;34120810;34123228;34123430;34127524	34107378;34109719;34110630;34115625;34116065;34117224;34118029;34121009;34123343;34123529;34129105	-;-;-;-;-;-;-;-;-;-;-	3879	41
PAXBP1|ENST00000421049.1	chr21;chr21;chr21	34120870;34123430;34127524	34121009;34123529;34127622	-;-;-	339	0
PAXBP1|ENST00000472588.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	34128653;34131391;34132088;34133370;34134407;34136659;34142125;34143637	34128679;34131580;34132305;34133473;34134628;34136835;34142253;34143979	-;-;-;-;-;-;-;-	1410	0
PAXBP1|ENST00000497873.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	34107137;34109565;34110484;34115559;34115989;34117103;34117885;34120810;34123228;34123430	34107378;34109719;34110630;34115625;34116065;34117224;34118029;34121009;34123343;34124435	-;-;-;-;-;-;-;-;-;-	2277	0
PAXBP1|ENST00000290178.4	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	34113704;34115559;34115989;34117103;34117885;34120810;34123228;34123430;34127541;34131391;34132088;34133370;34134407;34136659;34142125;34143637	34113933;34115625;34116065;34117224;34118029;34121009;34123343;34123529;34127664;34131580;34132305;34133473;34134628;34136835;34142253;34143979	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2564	0
